,y,Egypt - Sudan Historic and Planned EL trade link,Ethiopia - Sudan EL existing trade link
0,2015.0,-3.1846,-2.4048
1,2016.0,0.0,-3.5097
2,2017.0,-9.2265,5.9918
3,2018.0,-6.6081,3.1483999999999996
4,2019.0,2.3356,-5.9918
5,2020.0,-0.4163,-3.4782
6,2021.0,-59.9081,-2.3446
7,2022.0,-58.0318,-1.0329000000000002
8,2023.0,-38.5495,5.9918
9,2024.0,-28.4114,0.0
10,2025.0,-40.5259,3.7449
11,2026.0,-6.4934,1.4423
12,2027.0,-6.0267,3.7449
13,2028.0,-8.6893,3.7449
14,2029.0,-5.4297,3.7449
15,2030.0,-24.3884,1.0964999999999998
16,2031.0,-23.6608,1.4979999999999998
17,2032.0,-27.8336,3.7449
18,2033.0,-52.5109,1.4979999999999998
19,2034.0,-52.4005,1.4979999999999998
20,2035.0,-57.6259,3.4999
21,2036.0,-57.5032,3.1909
22,2037.0,-76.9308,3.1909
23,2038.0,-117.9135,2.149
24,2039.0,-145.3869,3.0699999999999994
25,2040.0,-177.1369,2.8942000000000005
26,2041.0,-179.7552,2.4265
27,2042.0,-179.7552,2.1599999999999997
28,2043.0,-179.7552,2.2572
29,2044.0,-179.7552,2.2931
30,2045.0,-179.7552,2.1468
31,2046.0,-179.7552,1.6756
32,2047.0,-179.7552,1.5282
33,2048.0,-179.7552,1.4381
34,2049.0,-179.513,2.2562999999999995
35,2050.0,-179.7552,4.559200000000001
36,2051.0,-178.2982,4.4574
37,2052.0,-177.7706,4.3024000000000004
38,2053.0,-177.7585,3.8912999999999998
39,2054.0,-177.6515,3.7264
40,2055.0,-176.7041,3.8141999999999996
41,2056.0,-176.1095,3.7264
42,2057.0,-175.0877,3.7264
43,2058.0,-174.8266,3.7264
44,2059.0,-174.4828,3.7264
45,2060.0,-173.003,3.7264
46,2061.0,-171.9165,3.7264
47,2062.0,-170.8015,3.7264
48,2063.0,-169.6539,3.7264
49,2064.0,-168.4799,3.7264
50,2065.0,-166.762,3.7264
51,2066.0,-168.0427,3.7264
52,2067.0,-173.2543,3.7264
53,2068.0,-179.7552,3.1724000000000006
54,2069.0,-179.7552,3.1724000000000006
55,2070.0,-179.7552,3.7264
