,y,Oil,Gas,Hydro,Solar PV,Geothermal
0,2015.0,0.129,0.0,0.0,0.0,0.0
1,2017.0,0.063,0.0,0.0,0.0,0.0
2,2018.0,0.112,0.0,0.0,0.0,0.0
3,2019.0,0.112,0.0,0.0,0.0,0.0
4,2020.0,0.0,0.251,0.0,0.0,0.0
5,2021.0,0.0,0.015,0.0,0.0,0.0
6,2022.0,0.0,0.019,0.0,0.0,0.0
7,2023.0,0.0,0.008,0.0,0.0,0.0
8,2024.0,0.0,0.0,0.41,0.0,0.0
9,2029.0,0.002,0.0,0.0,0.0,0.0
10,2032.0,0.001,0.0,0.0,0.0,0.0
11,2033.0,0.001,0.0,0.0,0.0,0.0
12,2034.0,0.001,0.034,0.0,0.0,0.0
13,2035.0,0.001,0.041,0.0,0.0,0.0
14,2036.0,0.001,0.043,0.0,0.0,0.0
15,2037.0,0.001,0.046,0.0,0.0,0.0
16,2038.0,0.003,0.047,0.0,0.0,0.0
17,2039.0,0.0,0.0,0.57,0.0,0.0
18,2042.0,0.006,0.0,0.0,0.0,0.0
19,2045.0,0.0,0.003,0.0,0.0,0.008
20,2046.0,0.001,0.027,0.0,0.0,0.059
21,2047.0,0.001,0.042,0.0,0.0,0.062
22,2048.0,0.0,0.034,0.0,0.0,0.065
23,2049.0,0.0,0.027,0.0,0.0,0.069
24,2050.0,0.0,0.268,0.0,0.114,0.056
25,2051.0,0.0,0.022,0.0,0.004,0.048
26,2052.0,0.0,0.0,0.0,0.243,0.004
27,2053.0,0.0,0.0,0.0,0.251,0.004
28,2054.0,0.0,0.003,0.0,0.26,0.003
29,2055.0,0.0,0.0,0.0,0.268,0.018
30,2056.0,0.0,0.0,0.0,0.284,0.004
31,2057.0,0.0,0.0,0.0,0.281,0.0
32,2058.0,0.0,0.0,0.0,0.317,0.0
33,2059.0,0.0,0.012,0.0,0.327,0.0
34,2060.0,0.0,0.042,0.0,0.338,0.0
35,2061.0,0.0,0.04,0.0,0.24,0.0
36,2062.0,0.0,0.046,0.0,0.245,0.0
37,2063.0,0.0,0.05,0.0,0.249,0.0
38,2064.0,0.0,0.018,0.0,0.228,0.0
39,2065.0,0.0,0.007,0.0,0.233,0.0
40,2066.0,0.0,0.01,0.0,0.244,0.0
41,2067.0,0.0,0.005,0.0,0.274,0.0
42,2068.0,0.0,0.0,0.0,0.28,0.0
43,2069.0,0.0,0.0,0.0,0.287,0.0
44,2070.0,0.0,0.003,0.0,0.408,0.008
